ORDER_ID,ORDER_DATE,ORDER_TIME,ORDER_PRICE,PEOPLE,TABLE_NO,STATUS,SHIFT,EMPLOYEE_ID,KITCHEN_STAFF,Status
24077,3/2/2016,4:23:46 PM,1390,5,8,Dine in with Reservation,Morning,35,18,Completed
24078,3/2/2016,4:30:40 PM,460,5,8,Dine in with Reservation,Morning,25,18,Completed
24079,3/2/2016,4:41:52 PM,1209,,,Take away,Morning,7,38,Completed
24080,3/2/2016,4:48:02 PM,493,3,5,Dine in with Reservation,Morning,25,18,Completed
24081,3/2/2016,4:56:15 PM,188,1,2,Dine in with Reservation,Morning,25,12,Completed
24082,3/2/2016,5:04:44 PM,413,1,3,Dine in with Reservation,Night,24,37,Completed
24083,3/2/2016,5:07:58 PM,519,,,Take away,Night,5,9,Completed
24084,3/2/2016,5:09:49 PM,348,4,7,Dine in with Reservation,Night,24,10,Completed
24085,3/2/2016,5:23:45 PM,930,4,6,Dine in with Reservation,Night,24,38,Completed
24086,3/2/2016,5:26:14 PM,734,,,Take away,Night,5,10,Completed
24087,3/2/2016,5:33:00 PM,400,,,Take away,Night,8,2,Completed
24088,3/2/2016,5:48:17 PM,208,1,1,Dine in with Reservation,Night,24,9,Completed
24089,3/2/2016,5:57:02 PM,260,3,4,Dine in with Reservation,Night,23,9,Completed
24090,3/2/2016,5:57:10 PM,84,1,2,Dine in with Reservation,Night,24,16,Completed
24091,3/2/2016,6:00:09 PM,613,,,Take away,Night,8,37,Completed
24092,3/2/2016,6:01:01 PM,308,1,3,Dine in with Reservation,Night,24,16,Completed
24093,3/2/2016,6:02:28 PM,294,3,5,Dine in with Reservation,Night,23,9,Completed
24094,3/2/2016,6:25:36 PM,490,,,Take away,Night,8,9,Completed
24095,3/2/2016,6:26:14 PM,1420,,,Take away,Night,8,37,Completed
24096,3/2/2016,6:26:30 PM,240,1,1,Dine in with Reservation,Night,24,10,Completed
24097,3/2/2016,6:33:07 PM,360,4,7,Dine in with Reservation,Night,23,16,Completed
24098,3/2/2016,6:51:12 PM,348,,,Take away,Night,8,37,Completed
24099,3/2/2016,6:59:15 PM,191,,,Take away,Night,8,37,Completed
24100,3/2/2016,7:05:07 PM,569,,,Take away,Night,8,9,Completed
24101,3/2/2016,7:23:16 PM,2007,,,Take away,Night,5,37,Completed
24102,3/2/2016,7:23:52 PM,961,4,6,Dine in with Reservation,Night,23,10,Completed
24103,3/2/2016,7:32:25 PM,1689,,,Take away,Night,8,9,Completed
24104,3/2/2016,7:33:02 PM,975,,,Take away,Night,8,9,Completed
24105,3/2/2016,7:40:57 PM,74,,,Take away,Night,8,37,Completed
24106,3/2/2016,7:44:04 PM,738,4,7,Dine in with Reservation,Night,24,10,Completed
24107,3/2/2016,7:46:55 PM,203,3,4,Dine in with Reservation,Night,24,16,Completed
24108,3/2/2016,7:57:56 PM,455,,,Take away,Night,5,37,Completed
24109,3/2/2016,8:04:59 PM,1125,,,Take away,Night,8,37,Completed
24110,3/2/2016,8:05:12 PM,540,,,Take away,Night,8,9,Completed
24111,3/2/2016,8:09:18 PM,318,3,5,Dine in with Reservation,Night,23,10,Completed
24112,3/2/2016,8:10:41 PM,245,,,Take away,Night,8,16,Completed
24113,3/2/2016,8:16:55 PM,180,,,Take away,Night,8,10,Completed
24114,3/2/2016,8:21:54 PM,866,,,Take away,Night,5,16,Completed
24115,3/2/2016,8:26:06 PM,424,2,2,Dine in with Reservation,Night,24,37,Completed
24116,3/2/2016,8:28:20 PM,804,,,Take away,Night,5,10,Completed
24117,3/2/2016,8:39:26 PM,398,4,6,Dine in with Reservation,Night,24,9,Completed
24118,3/2/2016,8:50:22 PM,410,1,3,Dine in with Reservation,Night,24,37,Completed
24119,3/2/2016,8:56:13 PM,513,,,Take away,Night,8,37,Completed
24120,3/2/2016,8:57:23 PM,655,5,8,Dine in with Reservation,Night,24,37,Completed
24121,3/2/2016,9:12:16 PM,865,5,8,Dine in with Reservation,Night,24,37,Completed
24122,3/2/2016,9:24:37 PM,736,4,7,Dine in with Reservation,Night,23,37,Completed
24123,3/2/2016,9:38:02 PM,501,,,Take away,Night,8,16,Completed
24124,3/2/2016,9:40:12 PM,606,3,4,Dine in with Reservation,Night,23,2,Completed
24125,3/2/2016,9:44:29 PM,550,,,Take away,Night,5,10,Completed
24126,3/2/2016,9:53:25 PM,995,3,5,Dine in with Reservation,Night,24,38,Completed
24127,4/2/2016,10:02:23 AM,655,4,6,Dine in with Reservation,Morning,25,18,Completed
24128,4/2/2016,10:11:02 AM,164,,,Take away,Morning,6,18,Completed
24129,4/2/2016,10:14:24 AM,605,4,7,Dine in with Reservation,Morning,22,12,Completed
24130,4/2/2016,10:21:30 AM,738,,,Take away,Morning,7,18,Completed
24131,4/2/2016,10:21:41 AM,480,,,Take away,Morning,7,12,Completed
24132,4/2/2016,10:25:12 AM,743,3,5,Dine in with Reservation,Morning,22,12,Completed
24133,4/2/2016,10:25:33 AM,255,,,Take away,Morning,7,11,Completed
24134,4/2/2016,10:39:48 AM,858,,,Take away,Morning,7,11,Completed
24135,4/2/2016,10:46:45 AM,650,,,Take away,Morning,6,36,Completed
24136,4/2/2016,10:46:53 AM,568,,,Take away,Morning,35,11,Completed
24137,4/2/2016,10:48:03 AM,324,4,7,Dine in with Reservation,Morning,25,11,Completed
24138,4/2/2016,10:54:26 AM,164,3,4,Dine in with Reservation,Morning,35,36,Completed
24139,4/2/2016,11:12:24 AM,599,5,8,Dine in with Reservation,Morning,25,11,Completed
24140,4/2/2016,11:26:03 AM,350,1,3,Dine in with Reservation,Morning,25,36,Completed
24141,4/2/2016,11:42:52 AM,870,,,Take away,Morning,6,18,Completed
24142,4/2/2016,12:01:24 PM,1171,,,Take away,Morning,6,1,Completed
24143,4/2/2016,12:32:25 PM,1211,5,8,Dine in with Reservation,Morning,25,18,Completed
24144,4/2/2016,12:34:21 PM,210,1,1,Dine in with Reservation,Morning,25,18,Completed
24145,4/2/2016,12:35:45 PM,485,,,Take away,Morning,6,11,Completed
24146,4/2/2016,12:36:07 PM,251,,,Take away,Morning,35,18,Completed
24147,4/2/2016,12:49:55 PM,368,,,Take away,Morning,35,36,Completed
24148,4/2/2016,12:54:23 PM,490,4,6,Dine in without Reservation,Morning,35,12,Completed
24149,4/2/2016,12:57:41 PM,308,,,Take away,Morning,7,36,Completed
24150,4/2/2016,12:59:58 PM,144,,,Take away,Morning,7,18,Completed
24151,4/2/2016,1:08:06 PM,330,,,Take away,Morning,7,11,Completed
24152,4/2/2016,1:11:39 PM,276,2,2,Dine in with Reservation,Morning,35,12,Completed
24153,4/2/2016,1:40:06 PM,280,3,5,Dine in with Reservation,Morning,25,1,Completed
24154,4/2/2016,1:46:17 PM,320,1,3,Dine in with Reservation,Morning,25,36,Completed
24155,4/2/2016,1:46:35 PM,359,1,1,Dine in with Reservation,Morning,35,12,Completed
24156,4/2/2016,1:55:20 PM,623,,,Take away,Morning,7,12,Completed
24157,4/2/2016,1:57:52 PM,705,3,4,Dine in with Reservation,Morning,25,18,Completed
24158,4/2/2016,2:18:45 PM,263,,,Take away,Morning,6,12,Completed
24159,4/2/2016,2:20:34 PM,341,1,2,Dine in with Reservation,Morning,25,38,Completed
24160,4/2/2016,2:20:42 PM,243,3,5,Dine in with Reservation,Morning,35,12,Completed
24161,4/2/2016,2:30:53 PM,191,,,Take away,Morning,7,11,Completed
24162,4/2/2016,2:39:29 PM,613,,,Take away,Morning,7,36,Completed
24163,4/2/2016,2:50:58 PM,975,5,8,Dine in with Reservation,Morning,35,1,Completed
24164,4/2/2016,2:54:22 PM,168,,,Take away,Morning,7,1,Completed
24165,4/2/2016,2:57:08 PM,759,4,7,Dine in with Reservation,Morning,25,11,Completed
24166,4/2/2016,3:02:03 PM,867,5,8,Dine in with Reservation,Morning,22,18,Completed
24167,4/2/2016,3:02:47 PM,328,2,3,Dine in with Reservation,Morning,25,1,Completed
24168,4/2/2016,3:04:06 PM,810,4,6,Dine in without Reservation,Morning,25,36,Completed
24169,4/2/2016,3:06:52 PM,419,,,Take away,Morning,6,1,Completed
24170,4/2/2016,3:31:43 PM,748,3,4,Dine in with Reservation,Morning,35,36,Completed
24171,4/2/2016,3:45:33 PM,813,,,Take away,Morning,7,11,Completed
24172,4/2/2016,3:52:03 PM,60,1,1,Dine in with Reservation,Morning,35,38,Completed
24173,4/2/2016,4:01:15 PM,1025,4,7,Dine in with Reservation,Morning,25,1,Completed
24174,4/2/2016,4:11:15 PM,725,5,8,Dine in with Reservation,Morning,25,1,Completed
24175,4/2/2016,4:13:56 PM,768,5,8,Dine in with Reservation,Morning,22,11,Completed
24176,4/2/2016,4:23:30 PM,315,,,Take away,Morning,35,11,Completed
24177,4/2/2016,4:24:05 PM,285,,,Take away,Morning,7,36,Completed
24178,4/2/2016,4:29:33 PM,283,3,5,Dine in with Reservation,Morning,25,12,Completed
24179,4/2/2016,4:36:33 PM,665,4,6,Dine in with Reservation,Morning,25,36,Completed
24180,4/2/2016,4:50:09 PM,84,1,2,Dine in without Reservation,Morning,35,38,Completed
24181,4/2/2016,4:52:30 PM,175,2,3,Dine in without Reservation,Morning,22,12,Completed
24182,4/2/2016,4:56:27 PM,104,,,Take away,Morning,7,11,Completed
24183,4/2/2016,4:57:01 PM,315,1,1,Dine in with Reservation,Morning,22,1,Completed
24184,4/2/2016,5:03:12 PM,454,2,2,Dine in with Reservation,Night,23,9,Completed
24185,4/2/2016,5:30:40 PM,565,3,4,Dine in with Reservation,Night,24,38,Completed
24186,4/2/2016,5:38:48 PM,718,3,5,Dine in without Reservation,Night,23,37,Completed
24187,4/2/2016,5:50:53 PM,1388,4,7,Dine in with Reservation,Night,24,10,Completed
24188,4/2/2016,5:53:17 PM,188,,,Take away,Night,8,10,Completed
24189,4/2/2016,6:12:36 PM,587,3,4,Dine in with Reservation,Night,24,10,Completed
24190,4/2/2016,6:27:58 PM,175,1,3,Dine in with Reservation,Night,23,9,Completed
24191,4/2/2016,6:31:11 PM,465,,,Take away,Night,8,10,Completed
24192,4/2/2016,6:44:19 PM,160,,,Take away,Night,5,16,Completed
24193,4/2/2016,6:50:05 PM,1108,,,Take away,Night,8,37,Completed
24194,4/2/2016,6:57:57 PM,225,,,Take away,Night,8,16,Completed
24195,4/2/2016,7:00:55 PM,84,,,Take away,Night,5,10,Completed
24196,4/2/2016,7:06:29 PM,306,2,1,Dine in with Reservation,Night,23,9,Completed
24197,4/2/2016,7:22:48 PM,304,,,Take away,Night,5,10,Completed
24198,4/2/2016,7:30:04 PM,215,2,2,Dine in without Reservation,Night,24,16,Completed
24199,4/2/2016,7:43:48 PM,979,4,6,Dine in with Reservation,Night,24,16,Completed
24200,4/2/2016,7:45:12 PM,723,2,3,Dine in with Reservation,Night,23,10,Completed
24201,4/2/2016,7:57:21 PM,415,1,1,Dine in with Reservation,Night,23,37,Completed
24202,4/2/2016,8:01:24 PM,1169,,,Take away,Night,5,9,Completed
24203,4/2/2016,8:03:15 PM,480,5,8,Dine in with Reservation,Night,24,37,Completed
24204,4/2/2016,8:14:57 PM,458,4,7,Dine in with Reservation,Night,24,9,Completed
24205,4/2/2016,8:25:41 PM,825,5,8,Dine in with Reservation,Night,23,2,Completed
24206,4/2/2016,8:26:18 PM,703,,,Take away,Night,8,16,Completed
24207,4/2/2016,8:34:31 PM,249,,,Take away,Night,8,10,Completed
24208,4/2/2016,8:34:42 PM,255,,,Take away,Night,8,10,Completed
24209,4/2/2016,8:36:24 PM,688,5,8,Dine in with Reservation,Night,23,2,Completed
24210,4/2/2016,8:57:36 PM,105,1,2,Dine in with Reservation,Night,23,9,Completed
24211,4/2/2016,9:00:31 PM,180,,,Take away,Night,5,9,Completed
24212,4/2/2016,9:08:39 PM,104,,,Take away,Night,5,38,Completed
24213,4/2/2016,9:09:36 PM,138,,,Take away,Night,5,10,Completed
24214,4/2/2016,9:39:47 PM,729,4,6,Dine in with Reservation,Night,23,10,Completed
24215,4/2/2016,9:43:16 PM,719,1,3,Dine in without Reservation,Night,23,16,Completed
24216,5/2/2016,10:08:47 AM,355,3,5,Dine in without Reservation,Morning,25,11,Completed
24217,5/2/2016,10:13:32 AM,790,5,8,Dine in with Reservation,Morning,25,18,Completed
24218,5/2/2016,10:17:46 AM,331,,,Take away,Morning,35,1,Completed
24219,5/2/2016,10:18:08 AM,353,,,Take away,Morning,7,12,Completed
24220,5/2/2016,10:21:09 AM,540,2,1,Dine in with Reservation,Morning,25,1,Completed
24221,5/2/2016,10:29:24 AM,616,,,Take away,Morning,6,36,Completed
24222,5/2/2016,10:30:55 AM,550,3,4,Dine in with Reservation,Morning,25,36,Completed
24223,5/2/2016,10:41:42 AM,726,,,Take away,Morning,35,1,Completed
24224,5/2/2016,10:46:18 AM,1393,5,8,Dine in with Reservation,Morning,35,36,Completed
24225,5/2/2016,10:54:50 AM,255,1,2,Dine in with Reservation,Morning,25,1,Completed
24226,5/2/2016,11:02:24 AM,313,,,Take away,Morning,35,1,Completed
24227,5/2/2016,11:04:40 AM,764,3,5,Dine in without Reservation,Morning,25,12,Completed
24228,5/2/2016,11:09:51 AM,440,2,3,Dine in with Reservation,Morning,25,1,Completed
24229,5/2/2016,11:14:09 AM,313,,,Take away,Morning,6,18,Completed
24230,5/2/2016,11:16:16 AM,116,2,1,Dine in with Reservation,Morning,22,18,Completed
24231,5/2/2016,11:17:06 AM,203,3,4,Dine in without Reservation,Morning,22,18,Completed
24232,5/2/2016,11:20:34 AM,1130,3,5,Dine in with Reservation,Morning,25,18,Completed
24233,5/2/2016,11:43:30 AM,931,,,Take away,Morning,6,1,Completed
24234,5/2/2016,11:47:14 AM,930,4,7,Dine in with Reservation,Morning,35,1,Completed
24235,5/2/2016,11:52:12 AM,295,3,4,Dine in without Reservation,Morning,25,11,Completed
24236,5/2/2016,12:01:35 PM,719,5,8,Dine in with Reservation,Morning,25,12,Completed
24237,5/2/2016,12:10:53 PM,550,5,8,Dine in without Reservation,Morning,22,36,Completed
24238,5/2/2016,12:21:42 PM,191,,,Take away,Morning,35,1,Completed
24239,5/2/2016,12:24:20 PM,305,4,6,Dine in with Reservation,Morning,22,18,Completed
24240,5/2/2016,12:32:06 PM,300,1,2,Dine in with Reservation,Morning,22,38,Completed
24241,5/2/2016,12:39:09 PM,80,1,3,Dine in without Reservation,Morning,22,38,Completed
24242,5/2/2016,12:47:50 PM,201,2,1,Dine in with Reservation,Morning,22,18,Completed
24243,5/2/2016,12:48:24 PM,100,2,2,Dine in with Reservation,Morning,25,12,Completed
24244,5/2/2016,12:52:15 PM,1340,,,Take away,Morning,7,36,Completed
24245,5/2/2016,12:56:58 PM,325,,,Take away,Morning,7,18,Completed
24246,5/2/2016,1:08:05 PM,565,2,3,Dine in with Reservation,Morning,35,38,Completed
24247,5/2/2016,1:16:26 PM,270,2,1,Dine in with Reservation,Morning,35,36,Completed
24248,5/2/2016,1:20:42 PM,365,2,2,Dine in with Reservation,Morning,25,12,Completed
24249,5/2/2016,1:38:55 PM,915,,,Take away,Morning,7,18,Completed
24250,5/2/2016,1:43:18 PM,700,,,Take away,Morning,7,18,Completed
24251,5/2/2016,1:43:37 PM,415,5,8,Dine in with Reservation,Morning,35,36,Completed
24252,5/2/2016,1:50:51 PM,395,2,3,Dine in with Reservation,Morning,25,12,Completed
24253,5/2/2016,1:52:30 PM,205,3,5,Dine in with Reservation,Morning,25,11,Completed
24254,5/2/2016,1:59:49 PM,784,,,Take away,Morning,6,12,Completed
24255,5/2/2016,2:01:41 PM,1315,5,8,Dine in with Reservation,Morning,35,36,Completed
24256,5/2/2016,2:08:44 PM,158,,,Take away,Morning,35,12,Completed
24257,5/2/2016,2:12:43 PM,60,1,1,Dine in without Reservation,Morning,35,1,Completed
24258,5/2/2016,2:22:23 PM,468,2,2,Dine in with Reservation,Morning,25,11,Completed
24259,5/2/2016,2:40:16 PM,575,5,8,Dine in with Reservation,Morning,35,1,Completed
24260,5/2/2016,3:03:29 PM,184,,,Take away,Morning,7,1,Completed
24261,5/2/2016,3:24:22 PM,245,1,3,Dine in with Reservation,Morning,25,38,Completed
24262,5/2/2016,3:31:23 PM,283,4,7,Dine in with Reservation,Morning,25,38,Completed
24263,5/2/2016,3:37:07 PM,434,,,Take away,Morning,35,1,Completed
24264,5/2/2016,3:39:23 PM,173,2,1,Dine in without Reservation,Morning,35,12,Completed
24265,5/2/2016,3:42:12 PM,288,2,2,Dine in with Reservation,Morning,25,18,Completed
24266,5/2/2016,3:58:39 PM,195,,,Take away,Morning,7,1,Completed
24267,5/2/2016,4:03:24 PM,400,1,3,Dine in with Reservation,Morning,25,38,Completed
24268,5/2/2016,4:21:55 PM,784,,,Take away,Morning,7,36,Completed
24269,5/2/2016,4:37:15 PM,80,1,1,Dine in with Reservation,Morning,22,11,Completed
24270,5/2/2016,4:44:58 PM,326,4,6,Dine in with Reservation,Morning,25,18,Completed
24271,5/2/2016,4:51:35 PM,869,,,Take away,Morning,6,36,Completed
24272,5/2/2016,5:02:27 PM,534,,,Take away,Night,5,16,Completed
24273,5/2/2016,5:06:36 PM,510,5,8,Dine in with Reservation,Night,23,9,Completed
24274,5/2/2016,5:08:06 PM,753,,,Take away,Night,5,10,Completed
24275,5/2/2016,5:46:51 PM,243,2,2,Dine in with Reservation,Night,23,9,Completed
24276,5/2/2016,5:49:18 PM,349,,,Take away,Night,5,16,Completed
24277,5/2/2016,5:58:00 PM,745,5,8,Dine in with Reservation,Night,24,9,Completed
24278,5/2/2016,5:59:47 PM,395,3,4,Dine in with Reservation,Night,23,16,Completed
24279,5/2/2016,6:01:28 PM,348,5,8,Dine in with Reservation,Night,24,9,Completed
24280,5/2/2016,6:05:58 PM,936,,,Take away,Night,8,16,Completed
24281,5/2/2016,6:06:40 PM,1019,,,Take away,Night,8,16,Completed
24282,5/2/2016,6:19:20 PM,583,5,8,Dine in with Reservation,Night,23,10,Completed
24283,5/2/2016,6:33:13 PM,1086,5,8,Dine in with Reservation,Night,24,37,Completed
24284,5/2/2016,6:48:14 PM,703,,,Take away,Night,5,37,Completed
24285,5/2/2016,7:13:00 PM,405,,,Take away,Night,8,38,Completed
24286,5/2/2016,7:22:52 PM,198,1,3,Dine in with Reservation,Night,24,37,Completed
24287,5/2/2016,7:41:44 PM,400,,,Take away,Night,8,38,Completed
24288,5/2/2016,7:48:29 PM,483,3,5,Dine in with Reservation,Night,24,10,Completed
24289,5/2/2016,8:00:50 PM,455,2,1,Dine in with Reservation,Night,23,16,Completed
24290,5/2/2016,8:07:41 PM,653,,,Take away,Night,8,16,Completed
24291,5/2/2016,8:14:23 PM,330,4,7,Dine in without Reservation,Night,24,16,Completed
24292,5/2/2016,8:14:47 PM,1350,,,Take away,Night,5,9,Completed
24293,5/2/2016,8:56:09 PM,791,3,4,Dine in with Reservation,Night,24,10,Completed
24294,5/2/2016,8:56:28 PM,914,3,5,Dine in with Reservation,Night,24,10,Completed
24295,5/2/2016,8:57:54 PM,128,,,Take away,Night,5,10,Completed
24296,5/2/2016,8:58:56 PM,410,2,2,Dine in with Reservation,Night,23,16,Completed
24297,5/2/2016,9:19:57 PM,128,,,Take away,Night,8,38,Completed
24298,5/2/2016,9:29:50 PM,423,5,8,Dine in with Reservation,Night,24,9,Completed
24299,5/2/2016,9:38:38 PM,328,2,3,Dine in with Reservation,Night,24,38,Completed
24300,5/2/2016,9:48:17 PM,1591,5,8,Dine in with Reservation,Night,24,16,Completed
24301,5/2/2016,9:57:46 PM,80,1,1,Dine in with Reservation,Night,24,16,Completed
24302,6/2/2016,10:07:53 AM,1346,4,6,Dine in with Reservation,Morning,25,36,Completed
24303,6/2/2016,10:10:52 AM,409,2,2,Dine in with Reservation,Morning,25,36,Completed
24304,6/2/2016,10:11:39 AM,461,2,3,Dine in with Reservation,Morning,25,1,Completed
24305,6/2/2016,10:33:18 AM,225,2,1,Dine in with Reservation,Morning,25,11,Completed
24306,6/2/2016,10:50:43 AM,128,1,2,Dine in with Reservation,Morning,22,1,Completed
24307,6/2/2016,10:55:10 AM,1334,,,Take away,Morning,7,38,Completed
24308,6/2/2016,10:57:56 AM,203,1,3,Dine in without Reservation,Morning,22,12,Completed
24309,6/2/2016,11:02:48 AM,61,1,1,Dine in with Reservation,Morning,25,38,Completed
24310,6/2/2016,11:16:02 AM,80,,,Take away,Morning,35,1,Completed
24311,6/2/2016,11:21:18 AM,538,,,Take away,Morning,7,38,Completed
24312,6/2/2016,11:21:47 AM,275,1,2,Dine in with Reservation,Morning,35,36,Completed
24313,6/2/2016,11:40:03 AM,726,2,3,Dine in with Reservation,Morning,25,1,Completed
24314,6/2/2016,11:48:23 AM,481,5,8,Dine in without Reservation,Morning,35,36,Completed
24315,6/2/2016,11:48:51 AM,1555,,,Take away,Morning,35,36,Completed
24316,6/2/2016,11:50:04 AM,304,,,Take away,Morning,7,36,Completed
24317,6/2/2016,11:55:25 AM,615,4,7,Dine in with Reservation,Morning,22,18,Completed
24318,6/2/2016,12:01:35 PM,568,4,6,Dine in with Reservation,Morning,35,1,Completed
24319,6/2/2016,12:02:09 PM,579,,,Take away,Morning,7,18,Completed
24320,6/2/2016,12:02:32 PM,1054,4,7,Dine in without Reservation,Morning,35,12,Completed
24321,6/2/2016,12:06:13 PM,596,,,Take away,Morning,7,1,Completed
24322,6/2/2016,12:06:21 PM,863,,,Take away,Morning,6,18,Completed
24323,6/2/2016,12:06:25 PM,305,3,4,Dine in with Reservation,Morning,22,11,Completed
24324,6/2/2016,12:18:52 PM,893,3,5,Dine in with Reservation,Morning,22,18,Completed
24325,6/2/2016,12:41:21 PM,605,5,8,Dine in with Reservation,Morning,25,11,Completed
24326,6/2/2016,1:01:34 PM,702,4,6,Dine in with Reservation,Morning,25,11,Completed
24327,6/2/2016,1:02:57 PM,1023,3,4,Dine in with Reservation,Morning,25,11,Completed
24328,6/2/2016,1:14:48 PM,280,5,8,Dine in with Reservation,Morning,22,11,Completed
24329,6/2/2016,1:15:08 PM,635,,,Take away,Morning,6,18,Completed
24330,6/2/2016,1:30:40 PM,80,1,1,Dine in without Reservation,Morning,22,11,Completed
24331,6/2/2016,1:32:09 PM,203,5,8,Dine in without Reservation,Morning,35,11,Completed
24332,6/2/2016,1:49:29 PM,874,3,5,Dine in with Reservation,Morning,35,36,Completed
24333,6/2/2016,1:56:51 PM,844,,,Take away,Morning,6,1,Completed
24334,6/2/2016,1:57:51 PM,210,2,2,Dine in without Reservation,Morning,25,1,Completed
24335,6/2/2016,2:07:21 PM,955,4,7,Dine in with Reservation,Morning,22,18,Completed
24336,6/2/2016,2:09:20 PM,773,,,Take away,Morning,7,36,Completed
24337,6/2/2016,2:12:55 PM,898,,,Take away,Morning,7,36,Completed
24338,6/2/2016,2:13:00 PM,1275,,,Take away,Morning,7,18,Completed
24339,6/2/2016,2:16:23 PM,313,1,3,Dine in with Reservation,Morning,25,11,Completed
24340,6/2/2016,2:17:10 PM,611,,,Take away,Morning,7,36,Completed
24341,6/2/2016,2:20:37 PM,268,,,Take away,Morning,7,36,Completed
24342,6/2/2016,2:23:04 PM,173,,,Take away,Morning,7,38,Completed
24343,6/2/2016,2:27:17 PM,1149,,,Take away,Morning,7,11,Completed
24344,6/2/2016,2:45:27 PM,836,4,6,Dine in with Reservation,Morning,22,11,Completed
24345,6/2/2016,2:52:59 PM,385,4,7,Dine in with Reservation,Morning,25,12,Completed
24346,6/2/2016,2:54:16 PM,230,3,4,Dine in with Reservation,Morning,25,1,Completed
24347,6/2/2016,3:00:50 PM,383,2,1,Dine in with Reservation,Morning,35,11,Completed
24348,6/2/2016,3:04:16 PM,359,1,2,Dine in with Reservation,Morning,22,11,Completed
24349,6/2/2016,3:05:46 PM,206,2,3,Dine in with Reservation,Morning,25,1,Completed
24350,6/2/2016,3:22:39 PM,376,5,8,Dine in without Reservation,Morning,22,1,Completed
24351,6/2/2016,3:24:03 PM,180,,,Take away,Morning,6,36,Completed
24352,6/2/2016,3:25:44 PM,255,1,1,Dine in with Reservation,Morning,25,11,Completed
24353,6/2/2016,4:08:35 PM,240,1,2,Dine in with Reservation,Morning,25,18,Completed
24354,6/2/2016,4:27:30 PM,66,1,3,Dine in with Reservation,Morning,35,38,Completed
24355,6/2/2016,4:28:26 PM,193,2,1,Dine in with Reservation,Morning,35,36,Completed
24356,6/2/2016,4:31:50 PM,415,3,5,Dine in without Reservation,Morning,35,11,Completed
24357,6/2/2016,4:33:15 PM,320,1,3,Dine in with Reservation,Morning,35,12,Completed
24358,6/2/2016,4:41:49 PM,210,1,1,Dine in with Reservation,Morning,22,11,Completed
24359,6/2/2016,4:44:08 PM,383,,,Take away,Morning,7,36,Completed
24360,6/2/2016,4:44:57 PM,1368,4,7,Dine in with Reservation,Morning,25,1,Completed
24361,6/2/2016,4:51:50 PM,1005,,,Take away,Morning,7,12,Completed
24362,6/2/2016,4:53:12 PM,431,2,2,Dine in with Reservation,Morning,35,36,Completed
24363,6/2/2016,4:59:04 PM,199,,,Take away,Morning,6,36,Completed
24364,6/2/2016,5:01:19 PM,183,,,Take away,Night,5,9,Completed
24365,6/2/2016,5:06:42 PM,728,5,8,Dine in with Reservation,Night,24,9,Completed
24366,6/2/2016,5:06:50 PM,356,,,Take away,Night,8,37,Completed
24367,6/2/2016,5:08:32 PM,129,,,Take away,Night,8,37,Completed
24368,6/2/2016,5:12:28 PM,580,4,6,Dine in with Reservation,Night,24,9,Completed
24369,6/2/2016,5:13:57 PM,120,,,Take away,Night,8,16,Completed
24370,6/2/2016,5:14:34 PM,1881,5,8,Dine in with Reservation,Night,24,10,Completed
24371,6/2/2016,5:15:23 PM,195,4,7,Dine in with Reservation,Night,24,37,Completed
24372,6/2/2016,5:16:15 PM,1297,5,8,Dine in with Reservation,Night,24,16,Completed
24373,6/2/2016,5:20:06 PM,604,4,6,Dine in without Reservation,Night,23,38,Completed
24374,6/2/2016,5:21:20 PM,373,,,Take away,Night,5,9,Completed
24375,6/2/2016,5:36:26 PM,480,,,Take away,Night,8,9,Completed
24376,6/2/2016,5:36:32 PM,823,5,8,Dine in with Reservation,Night,24,9,Completed
24377,6/2/2016,5:39:00 PM,370,5,8,Dine in without Reservation,Night,24,10,Completed
24378,6/2/2016,5:43:19 PM,550,,,Take away,Night,5,37,Completed
24379,6/2/2016,5:56:41 PM,615,5,8,Dine in with Reservation,Night,23,10,Completed
24380,6/2/2016,6:01:05 PM,311,1,3,Dine in with Reservation,Night,24,37,Completed
24381,6/2/2016,6:01:13 PM,1073,5,8,Dine in with Reservation,Night,24,9,Completed
24382,6/2/2016,6:10:15 PM,378,3,4,Dine in with Reservation,Night,24,16,Completed
24383,6/2/2016,6:16:24 PM,940,5,8,Dine in with Reservation,Night,24,10,Completed
24384,6/2/2016,6:22:19 PM,488,4,7,Dine in with Reservation,Night,23,10,Completed
24385,6/2/2016,6:23:44 PM,609,,,Take away,Night,5,9,Completed
24386,6/2/2016,6:26:15 PM,1025,,,Take away,Night,8,9,Completed
24387,6/2/2016,6:29:09 PM,385,,,Take away,Night,5,10,Completed
24388,6/2/2016,6:33:47 PM,498,5,8,Dine in with Reservation,Night,23,37,Completed
24389,6/2/2016,6:34:11 PM,1211,4,6,Dine in with Reservation,Night,23,9,Completed
24390,6/2/2016,6:40:25 PM,376,3,5,Dine in with Reservation,Night,23,10,Completed
24391,6/2/2016,6:40:47 PM,850,,,Take away,Night,8,16,Completed
24392,6/2/2016,7:16:59 PM,540,,,Take away,Night,5,38,Completed
24393,6/2/2016,7:31:12 PM,160,,,Take away,Night,8,10,Completed
24394,6/2/2016,7:48:23 PM,1255,,,Take away,Night,8,9,Completed
24395,6/2/2016,7:49:31 PM,1434,,,Take away,Night,8,10,Completed
24396,6/2/2016,8:24:34 PM,220,5,8,Dine in with Reservation,Night,23,9,Completed
