Time_ID,Date,Employee_ID,In Time,Out Time
12107,09/02/2016,1,10:13:00 AM,4:54:00 PM
12108,09/02/2016,2,4:24:00 PM,10:40:00 PM
12109,09/02/2016,3,10:55:00 AM,5:14:00 PM
12110,09/02/2016,4,4:35:00 PM,10:06:00 PM
12111,09/02/2016,5,4:23:00 PM,10:49:00 PM
12112,09/02/2016,6,10:46:00 AM,3:11:00 PM
12113,09/02/2016,7,10:54:00 AM,5:06:00 PM
12114,09/02/2016,8,4:12:00 PM,11:06:00 PM
12115,09/02/2016,9,5:48:00 PM,11:56:00 PM
12116,09/02/2016,10,4:27:00 PM,11:59:00 PM
12117,09/02/2016,11,11:20:00 AM,3:23:00 PM
12118,09/02/2016,12,11:23:00 AM,5:04:00 PM
12119,09/02/2016,13,5:00:00 PM,10:09:00 PM
12120,09/02/2016,14,11:05:00 AM,4:27:00 PM
12121,09/02/2016,15,11:44:00 AM,3:11:00 PM
12122,09/02/2016,16,4:56:00 PM,10:39:00 PM
12123,09/02/2016,17,11:57:00 AM,3:50:00 PM
12124,09/02/2016,18,11:52:00 AM,3:28:00 PM
12125,09/02/2016,19,5:24:00 PM,11:46:00 PM
12126,09/02/2016,20,11:42:00 AM,4:55:00 PM
12127,09/02/2016,21,4:21:00 PM,11:29:00 PM
12128,09/02/2016,22,11:55:00 AM,3:08:00 PM
12129,09/02/2016,23,5:20:00 PM,10:42:00 PM
12130,09/02/2016,24,5:00:00 PM,11:19:00 PM
12131,09/02/2016,25,11:49:00 AM,5:33:00 PM
12132,09/02/2016,26,10:51:00 AM,3:40:00 PM
12133,09/02/2016,27,4:56:00 PM,10:04:00 PM
12134,09/02/2016,28,10:37:00 AM,3:02:00 PM
12135,09/02/2016,29,4:10:00 PM,10:53:00 PM
12136,09/02/2016,30,11:54:00 AM,3:11:00 PM
12137,09/02/2016,31,5:28:00 PM,10:40:00 PM
12138,09/02/2016,32,10:27:00 AM,4:18:00 PM
12139,09/02/2016,33,4:30:00 PM,11:03:00 PM
12140,09/02/2016,34,10:34:00 AM,4:26:00 PM
12141,09/02/2016,35,11:53:00 AM,5:50:00 PM
12142,09/02/2016,36,10:14:00 AM,4:28:00 PM
12143,09/02/2016,37,4:32:00 PM,11:51:00 PM
12144,09/02/2016,38,10:23:00 AM,5:19:00 PM
12145,09/02/2016,39,4:38:00 PM,11:08:00 PM
12146,10/02/2016,1,11:07:00 AM,4:29:00 PM
12147,10/02/2016,2,4:44:00 PM,10:35:00 PM
12148,10/02/2016,3,10:59:00 AM,4:06:00 PM
12149,10/02/2016,4,4:54:00 PM,10:05:00 PM
12150,10/02/2016,5,4:14:00 PM,10:02:00 PM
12151,10/02/2016,6,10:06:00 AM,3:48:00 PM
12152,10/02/2016,7,11:33:00 AM,3:51:00 PM
12153,10/02/2016,8,5:48:00 PM,10:50:00 PM
12154,10/02/2016,9,4:55:00 PM,11:03:00 PM
12155,10/02/2016,10,4:14:00 PM,10:31:00 PM
12156,10/02/2016,11,10:28:00 AM,4:06:00 PM
12157,10/02/2016,12,11:24:00 AM,4:44:00 PM
12158,10/02/2016,13,5:00:00 PM,11:08:00 PM
12159,10/02/2016,14,10:16:00 AM,5:37:00 PM
12160,10/02/2016,15,10:34:00 AM,5:56:00 PM
12161,10/02/2016,16,5:25:00 PM,11:15:00 PM
12162,10/02/2016,17,10:04:00 AM,3:11:00 PM
12163,10/02/2016,18,10:45:00 AM,4:49:00 PM
12164,10/02/2016,19,4:32:00 PM,11:40:00 PM
12165,10/02/2016,20,11:23:00 AM,4:15:00 PM
12166,10/02/2016,21,4:15:00 PM,11:02:00 PM
12167,10/02/2016,22,10:32:00 AM,5:43:00 PM
12168,10/02/2016,23,4:23:00 PM,11:21:00 PM
12169,10/02/2016,24,5:14:00 PM,10:40:00 PM
12170,10/02/2016,25,11:41:00 AM,5:37:00 PM
12171,10/02/2016,26,11:25:00 AM,3:10:00 PM
12172,10/02/2016,27,4:10:00 PM,10:39:00 PM
12173,10/02/2016,28,10:14:00 AM,5:12:00 PM
12174,10/02/2016,29,4:18:00 PM,10:09:00 PM
12175,10/02/2016,30,11:19:00 AM,5:43:00 PM
12176,10/02/2016,31,4:46:00 PM,10:48:00 PM
12177,10/02/2016,32,11:28:00 AM,4:57:00 PM
12178,10/02/2016,33,5:28:00 PM,11:19:00 PM
12179,10/02/2016,34,10:28:00 AM,3:29:00 PM
12180,10/02/2016,35,10:46:00 AM,4:47:00 PM
12181,10/02/2016,36,11:36:00 AM,4:45:00 PM
12182,10/02/2016,37,4:10:00 PM,10:17:00 PM
12183,10/02/2016,38,10:44:00 AM,3:10:00 PM
12184,10/02/2016,39,5:38:00 PM,10:00:00 PM
12185,11/02/2016,1,10:35:00 AM,4:49:00 PM
12186,11/02/2016,2,4:26:00 PM,10:21:00 PM
12187,11/02/2016,3,10:17:00 AM,4:13:00 PM
12188,11/02/2016,4,5:13:00 PM,11:24:00 PM
12189,11/02/2016,5,5:36:00 PM,11:21:00 PM
12190,11/02/2016,6,10:12:00 AM,5:46:00 PM
12191,11/02/2016,7,10:49:00 AM,5:51:00 PM
12192,11/02/2016,8,4:56:00 PM,11:39:00 PM
12193,11/02/2016,9,4:56:00 PM,11:55:00 PM
12194,11/02/2016,10,5:31:00 PM,11:00:00 PM
12195,11/02/2016,11,11:04:00 AM,3:05:00 PM
12196,11/02/2016,12,11:47:00 AM,5:00:00 PM
12197,11/02/2016,13,5:54:00 PM,10:55:00 PM
12198,11/02/2016,14,10:38:00 AM,5:24:00 PM
12199,11/02/2016,15,11:33:00 AM,3:37:00 PM
12200,11/02/2016,16,5:29:00 PM,11:25:00 PM
12201,11/02/2016,17,10:14:00 AM,5:38:00 PM
12202,11/02/2016,18,11:11:00 AM,4:25:00 PM
12203,11/02/2016,19,5:45:00 PM,11:16:00 PM
12204,11/02/2016,20,11:01:00 AM,3:01:00 PM
12205,11/02/2016,21,4:16:00 PM,11:56:00 PM
12206,11/02/2016,22,10:54:00 AM,4:21:00 PM
12207,11/02/2016,23,4:11:00 PM,10:40:00 PM
12208,11/02/2016,24,4:52:00 PM,11:00:00 PM
12209,11/02/2016,25,11:22:00 AM,5:12:00 PM
12210,11/02/2016,26,11:43:00 AM,3:03:00 PM
12211,11/02/2016,27,5:15:00 PM,11:36:00 PM
12212,11/02/2016,28,11:10:00 AM,5:23:00 PM
12213,11/02/2016,29,4:09:00 PM,11:45:00 PM
12214,11/02/2016,30,11:00:00 AM,3:54:00 PM
12215,11/02/2016,31,4:11:00 PM,11:51:00 PM
12216,11/02/2016,32,11:16:00 AM,4:26:00 PM
12217,11/02/2016,33,4:24:00 PM,11:18:00 PM
12218,11/02/2016,34,11:03:00 AM,3:55:00 PM
12219,11/02/2016,35,10:23:00 AM,3:33:00 PM
12220,11/02/2016,36,10:33:00 AM,5:50:00 PM
12221,11/02/2016,37,5:32:00 PM,10:15:00 PM
12222,11/02/2016,38,10:00:00 AM,4:04:00 PM
12223,11/02/2016,39,5:46:00 PM,10:19:00 PM
12224,12/02/2016,1,10:18:00 AM,3:13:00 PM
12225,12/02/2016,2,5:24:00 PM,10:54:00 PM
12226,12/02/2016,3,10:22:00 AM,4:49:00 PM
12227,12/02/2016,4,4:32:00 PM,10:35:00 PM
12228,12/02/2016,5,4:37:00 PM,10:48:00 PM
12229,12/02/2016,6,10:33:00 AM,3:49:00 PM
12230,12/02/2016,7,11:24:00 AM,4:19:00 PM
12231,12/02/2016,8,4:11:00 PM,10:32:00 PM
12232,12/02/2016,9,5:19:00 PM,11:29:00 PM
12233,12/02/2016,10,4:24:00 PM,11:06:00 PM
12234,12/02/2016,11,11:58:00 AM,3:02:00 PM
12235,12/02/2016,12,11:48:00 AM,5:28:00 PM
12236,12/02/2016,13,5:57:00 PM,10:08:00 PM
12237,12/02/2016,14,10:46:00 AM,3:04:00 PM
12238,12/02/2016,15,11:30:00 AM,5:25:00 PM
12239,12/02/2016,16,4:24:00 PM,11:22:00 PM
12240,12/02/2016,17,10:35:00 AM,5:07:00 PM
12241,12/02/2016,18,10:43:00 AM,4:28:00 PM
12242,12/02/2016,19,5:08:00 PM,11:39:00 PM
12243,12/02/2016,20,10:58:00 AM,5:32:00 PM
12244,12/02/2016,21,4:37:00 PM,10:34:00 PM
12245,12/02/2016,22,10:23:00 AM,4:02:00 PM
12246,12/02/2016,23,5:29:00 PM,10:33:00 PM
12247,12/02/2016,24,5:44:00 PM,10:19:00 PM
12248,12/02/2016,25,11:05:00 AM,5:44:00 PM
12249,12/02/2016,26,10:42:00 AM,4:44:00 PM
12250,12/02/2016,27,4:15:00 PM,11:47:00 PM
12251,12/02/2016,28,10:04:00 AM,5:17:00 PM
12252,12/02/2016,29,4:54:00 PM,11:20:00 PM
12253,12/02/2016,30,11:38:00 AM,5:59:00 PM
12254,12/02/2016,31,5:17:00 PM,10:02:00 PM
12255,12/02/2016,32,10:22:00 AM,5:54:00 PM
12256,12/02/2016,33,5:09:00 PM,10:24:00 PM
12257,12/02/2016,34,10:28:00 AM,4:23:00 PM
12258,12/02/2016,35,11:37:00 AM,4:12:00 PM
12259,12/02/2016,36,11:40:00 AM,5:49:00 PM
12260,12/02/2016,37,5:12:00 PM,10:13:00 PM
12261,12/02/2016,38,11:56:00 AM,4:59:00 PM
12262,12/02/2016,39,4:46:00 PM,11:11:00 PM
12263,13/02/2016,1,11:41:00 AM,5:31:00 PM
12264,13/02/2016,2,5:43:00 PM,10:02:00 PM
12265,13/02/2016,3,11:55:00 AM,4:15:00 PM
12266,13/02/2016,4,4:18:00 PM,11:54:00 PM
12267,13/02/2016,5,4:23:00 PM,11:36:00 PM
12268,13/02/2016,6,11:52:00 AM,3:29:00 PM
12269,13/02/2016,7,11:09:00 AM,4:10:00 PM
12270,13/02/2016,8,5:07:00 PM,11:16:00 PM
12271,13/02/2016,9,4:53:00 PM,10:47:00 PM
12272,13/02/2016,10,4:19:00 PM,11:14:00 PM
12273,13/02/2016,11,10:57:00 AM,5:26:00 PM
12274,13/02/2016,12,11:43:00 AM,4:33:00 PM
12275,13/02/2016,13,4:55:00 PM,11:09:00 PM
12276,13/02/2016,14,10:17:00 AM,4:12:00 PM
12277,13/02/2016,15,10:39:00 AM,3:40:00 PM
12278,13/02/2016,16,5:00:00 PM,11:20:00 PM
12279,13/02/2016,17,11:43:00 AM,4:20:00 PM
12280,13/02/2016,18,10:46:00 AM,4:15:00 PM
12281,13/02/2016,19,5:50:00 PM,11:27:00 PM
12282,13/02/2016,20,10:21:00 AM,3:56:00 PM
12283,13/02/2016,21,4:38:00 PM,10:36:00 PM
12284,13/02/2016,22,10:23:00 AM,3:13:00 PM
12285,13/02/2016,23,5:48:00 PM,11:45:00 PM
12286,13/02/2016,24,5:51:00 PM,11:41:00 PM
12287,13/02/2016,25,11:58:00 AM,3:47:00 PM
12288,13/02/2016,26,10:07:00 AM,5:41:00 PM
12289,13/02/2016,27,4:50:00 PM,11:46:00 PM
12290,13/02/2016,28,11:18:00 AM,5:23:00 PM
12291,13/02/2016,29,5:27:00 PM,10:13:00 PM
12292,13/02/2016,30,10:40:00 AM,4:35:00 PM
12293,13/02/2016,31,5:45:00 PM,10:11:00 PM
12294,13/02/2016,32,10:44:00 AM,4:02:00 PM
12295,13/02/2016,33,5:53:00 PM,11:47:00 PM
12296,13/02/2016,34,11:11:00 AM,4:34:00 PM
12297,13/02/2016,35,11:22:00 AM,4:16:00 PM
12298,13/02/2016,36,10:28:00 AM,3:27:00 PM
12299,13/02/2016,37,5:43:00 PM,10:51:00 PM
12300,13/02/2016,38,11:25:00 AM,3:22:00 PM
12301,13/02/2016,39,4:48:00 PM,10:13:00 PM
12302,14/02/2016,1,10:13:00 AM,4:08:00 PM
12303,14/02/2016,2,4:40:00 PM,11:15:00 PM
12304,14/02/2016,3,10:40:00 AM,4:55:00 PM
12305,14/02/2016,4,4:15:00 PM,10:26:00 PM
12306,14/02/2016,5,4:48:00 PM,10:17:00 PM
12307,14/02/2016,6,10:13:00 AM,5:33:00 PM
12308,14/02/2016,7,11:04:00 AM,3:46:00 PM
12309,14/02/2016,8,5:29:00 PM,10:21:00 PM
12310,14/02/2016,9,5:06:00 PM,10:45:00 PM
12311,14/02/2016,10,4:50:00 PM,11:30:00 PM
12312,14/02/2016,11,10:04:00 AM,4:32:00 PM
12313,14/02/2016,12,11:05:00 AM,3:43:00 PM
12314,14/02/2016,13,4:44:00 PM,10:43:00 PM
12315,14/02/2016,14,10:29:00 AM,5:21:00 PM
12316,14/02/2016,15,11:15:00 AM,4:10:00 PM
12317,14/02/2016,16,4:48:00 PM,11:50:00 PM
12318,14/02/2016,17,10:22:00 AM,3:34:00 PM
12319,14/02/2016,18,11:23:00 AM,5:55:00 PM
12320,14/02/2016,19,4:04:00 PM,11:32:00 PM
12321,14/02/2016,20,11:43:00 AM,4:14:00 PM
12322,14/02/2016,21,5:42:00 PM,10:10:00 PM
12323,14/02/2016,22,10:59:00 AM,3:47:00 PM
12324,14/02/2016,23,4:29:00 PM,11:51:00 PM
12325,14/02/2016,24,5:56:00 PM,10:13:00 PM
12326,14/02/2016,25,10:23:00 AM,5:36:00 PM
12327,14/02/2016,26,11:16:00 AM,4:08:00 PM
12328,14/02/2016,27,4:17:00 PM,10:09:00 PM
12329,14/02/2016,28,10:57:00 AM,5:24:00 PM
12330,14/02/2016,29,5:26:00 PM,10:52:00 PM
12331,14/02/2016,30,10:33:00 AM,5:53:00 PM
12332,14/02/2016,31,4:21:00 PM,10:03:00 PM
12333,14/02/2016,32,10:24:00 AM,3:24:00 PM
12334,14/02/2016,33,4:03:00 PM,11:46:00 PM
12335,14/02/2016,34,10:27:00 AM,4:33:00 PM
12336,14/02/2016,35,11:15:00 AM,5:12:00 PM
12337,14/02/2016,36,10:49:00 AM,4:35:00 PM
12338,14/02/2016,37,5:35:00 PM,11:13:00 PM
12339,14/02/2016,38,10:51:00 AM,3:24:00 PM
12340,14/02/2016,39,5:51:00 PM,10:38:00 PM
12341,15/02/2016,1,11:49:00 AM,5:57:00 PM
12342,15/02/2016,2,4:01:00 PM,10:22:00 PM
12343,15/02/2016,3,11:33:00 AM,5:22:00 PM
12344,15/02/2016,4,4:28:00 PM,10:20:00 PM
12345,15/02/2016,5,5:14:00 PM,11:20:00 PM
12346,15/02/2016,6,11:52:00 AM,3:17:00 PM
12347,15/02/2016,7,11:27:00 AM,5:56:00 PM
12348,15/02/2016,8,5:41:00 PM,10:02:00 PM
12349,15/02/2016,9,5:02:00 PM,10:22:00 PM
12350,15/02/2016,10,4:00:00 PM,10:08:00 PM
12351,15/02/2016,11,10:06:00 AM,5:59:00 PM
12352,15/02/2016,12,10:44:00 AM,3:38:00 PM
12353,15/02/2016,13,5:17:00 PM,10:32:00 PM
12354,15/02/2016,14,11:03:00 AM,5:43:00 PM
12355,15/02/2016,15,10:40:00 AM,3:58:00 PM
12356,15/02/2016,16,5:11:00 PM,11:35:00 PM
12357,15/02/2016,17,10:09:00 AM,5:05:00 PM
12358,15/02/2016,18,10:10:00 AM,4:13:00 PM
12359,15/02/2016,19,5:39:00 PM,11:15:00 PM
12360,15/02/2016,20,11:37:00 AM,5:01:00 PM
12361,15/02/2016,21,5:47:00 PM,10:01:00 PM
12362,15/02/2016,22,11:01:00 AM,4:22:00 PM
12363,15/02/2016,23,5:37:00 PM,11:07:00 PM
12364,15/02/2016,24,5:16:00 PM,11:26:00 PM
12365,15/02/2016,25,11:55:00 AM,3:22:00 PM
12366,15/02/2016,26,10:14:00 AM,3:18:00 PM
12367,15/02/2016,27,4:06:00 PM,11:33:00 PM
12368,15/02/2016,28,10:48:00 AM,3:47:00 PM
12369,15/02/2016,29,5:00:00 PM,11:30:00 PM
12370,15/02/2016,30,11:04:00 AM,3:47:00 PM
12371,15/02/2016,31,5:58:00 PM,11:05:00 PM
12372,15/02/2016,32,10:27:00 AM,3:54:00 PM
12373,15/02/2016,33,5:51:00 PM,10:27:00 PM
12374,15/02/2016,34,10:58:00 AM,3:18:00 PM
12375,15/02/2016,35,10:48:00 AM,3:22:00 PM
12376,15/02/2016,36,10:15:00 AM,5:51:00 PM
12377,15/02/2016,37,5:35:00 PM,10:57:00 PM
12378,15/02/2016,38,11:29:00 AM,4:03:00 PM
12379,15/02/2016,39,4:48:00 PM,11:42:00 PM
12380,16/02/2016,1,10:04:00 AM,3:11:00 PM
12381,16/02/2016,2,5:34:00 PM,10:40:00 PM
12382,16/02/2016,3,10:32:00 AM,3:42:00 PM
12383,16/02/2016,4,4:37:00 PM,10:00:00 PM
12384,16/02/2016,5,5:44:00 PM,11:24:00 PM
12385,16/02/2016,6,10:34:00 AM,4:11:00 PM
12386,16/02/2016,7,11:35:00 AM,3:48:00 PM
12387,16/02/2016,8,4:09:00 PM,10:54:00 PM
12388,16/02/2016,9,5:37:00 PM,11:27:00 PM
12389,16/02/2016,10,4:53:00 PM,10:02:00 PM
12390,16/02/2016,11,10:52:00 AM,4:25:00 PM
12391,16/02/2016,12,10:14:00 AM,3:04:00 PM
12392,16/02/2016,13,4:21:00 PM,11:04:00 PM
12393,16/02/2016,14,10:55:00 AM,3:45:00 PM
12394,16/02/2016,15,10:55:00 AM,4:17:00 PM
12395,16/02/2016,16,4:41:00 PM,11:01:00 PM
12396,16/02/2016,17,11:32:00 AM,3:40:00 PM
12397,16/02/2016,18,11:04:00 AM,4:11:00 PM
12398,16/02/2016,19,4:10:00 PM,10:09:00 PM
12399,16/02/2016,20,10:27:00 AM,5:08:00 PM
12400,16/02/2016,21,5:36:00 PM,11:05:00 PM
12401,16/02/2016,22,10:09:00 AM,5:37:00 PM
12402,16/02/2016,23,4:03:00 PM,11:50:00 PM
12403,16/02/2016,24,5:38:00 PM,10:30:00 PM
12404,16/02/2016,25,11:07:00 AM,4:05:00 PM
12405,16/02/2016,26,10:30:00 AM,3:00:00 PM
12406,16/02/2016,27,5:52:00 PM,10:25:00 PM
12407,16/02/2016,28,10:37:00 AM,5:52:00 PM
12408,16/02/2016,29,5:23:00 PM,11:19:00 PM
12409,16/02/2016,30,11:43:00 AM,4:36:00 PM
12410,16/02/2016,31,4:33:00 PM,11:57:00 PM
12411,16/02/2016,32,11:46:00 AM,3:48:00 PM
12412,16/02/2016,33,4:21:00 PM,11:06:00 PM
12413,16/02/2016,34,10:46:00 AM,3:37:00 PM
12414,16/02/2016,35,10:17:00 AM,4:22:00 PM
12415,16/02/2016,36,10:37:00 AM,3:21:00 PM
12416,16/02/2016,37,4:13:00 PM,11:25:00 PM
12417,16/02/2016,38,10:05:00 AM,4:52:00 PM
12418,16/02/2016,39,5:55:00 PM,10:18:00 PM
12419,17/02/2016,1,11:56:00 AM,4:20:00 PM
12420,17/02/2016,2,5:30:00 PM,11:00:00 PM
12421,17/02/2016,3,10:31:00 AM,3:23:00 PM
12422,17/02/2016,4,4:42:00 PM,10:45:00 PM
12423,17/02/2016,5,4:13:00 PM,10:24:00 PM
12424,17/02/2016,6,11:21:00 AM,3:50:00 PM
12425,17/02/2016,7,10:29:00 AM,5:18:00 PM
12426,17/02/2016,8,5:36:00 PM,10:21:00 PM
12427,17/02/2016,9,4:52:00 PM,10:48:00 PM
12428,17/02/2016,10,4:52:00 PM,10:21:00 PM
12429,17/02/2016,11,11:44:00 AM,3:30:00 PM
12430,17/02/2016,12,11:51:00 AM,5:20:00 PM
12431,17/02/2016,13,5:18:00 PM,11:20:00 PM
12432,17/02/2016,14,11:56:00 AM,3:08:00 PM
12433,17/02/2016,15,10:34:00 AM,3:39:00 PM
12434,17/02/2016,16,5:34:00 PM,11:11:00 PM
12435,17/02/2016,17,11:25:00 AM,5:23:00 PM
12436,17/02/2016,18,10:57:00 AM,5:17:00 PM
12437,17/02/2016,19,4:34:00 PM,10:50:00 PM
12438,17/02/2016,20,10:32:00 AM,5:40:00 PM
12439,17/02/2016,21,5:00:00 PM,11:41:00 PM
12440,17/02/2016,22,10:11:00 AM,4:26:00 PM
12441,17/02/2016,23,4:49:00 PM,11:46:00 PM
12442,17/02/2016,24,5:28:00 PM,10:41:00 PM
12443,17/02/2016,25,10:14:00 AM,5:24:00 PM
12444,17/02/2016,26,10:25:00 AM,3:56:00 PM
12445,17/02/2016,27,4:32:00 PM,10:36:00 PM
12446,17/02/2016,28,11:57:00 AM,4:30:00 PM
12447,17/02/2016,29,5:52:00 PM,11:57:00 PM
12448,17/02/2016,30,11:07:00 AM,5:02:00 PM
12449,17/02/2016,31,4:43:00 PM,11:34:00 PM
12450,17/02/2016,32,10:41:00 AM,5:48:00 PM
12451,17/02/2016,33,5:49:00 PM,11:34:00 PM
12452,17/02/2016,34,10:49:00 AM,4:51:00 PM
12453,17/02/2016,35,10:16:00 AM,4:35:00 PM
12454,17/02/2016,36,10:39:00 AM,4:32:00 PM
12455,17/02/2016,37,4:17:00 PM,11:58:00 PM
12456,17/02/2016,38,10:22:00 AM,4:04:00 PM
12457,17/02/2016,39,4:40:00 PM,11:15:00 PM
12458,18/02/2016,1,10:36:00 AM,3:55:00 PM
12459,18/02/2016,2,4:36:00 PM,10:04:00 PM
12460,18/02/2016,3,11:40:00 AM,4:39:00 PM
12461,18/02/2016,4,5:44:00 PM,11:37:00 PM
12462,18/02/2016,5,4:33:00 PM,10:10:00 PM
12463,18/02/2016,6,10:25:00 AM,3:05:00 PM
12464,18/02/2016,7,10:49:00 AM,5:31:00 PM
12465,18/02/2016,8,5:18:00 PM,11:09:00 PM
12466,18/02/2016,9,5:11:00 PM,11:10:00 PM
12467,18/02/2016,10,5:58:00 PM,11:57:00 PM
12468,18/02/2016,11,11:20:00 AM,3:02:00 PM
12469,18/02/2016,12,11:01:00 AM,5:38:00 PM
12470,18/02/2016,13,4:19:00 PM,11:17:00 PM
12471,18/02/2016,14,11:19:00 AM,4:10:00 PM
12472,18/02/2016,15,10:26:00 AM,5:02:00 PM
12473,18/02/2016,16,5:00:00 PM,10:14:00 PM
12474,18/02/2016,17,11:10:00 AM,4:30:00 PM
12475,18/02/2016,18,11:22:00 AM,3:16:00 PM
12476,18/02/2016,19,4:26:00 PM,10:34:00 PM
12477,18/02/2016,20,10:13:00 AM,4:14:00 PM
12478,18/02/2016,21,4:53:00 PM,10:28:00 PM
12479,18/02/2016,22,11:34:00 AM,3:04:00 PM
12480,18/02/2016,23,4:30:00 PM,11:16:00 PM
12481,18/02/2016,24,4:21:00 PM,10:18:00 PM
12482,18/02/2016,25,10:10:00 AM,4:18:00 PM
12483,18/02/2016,26,11:51:00 AM,3:57:00 PM
12484,18/02/2016,27,5:51:00 PM,11:01:00 PM
12485,18/02/2016,28,11:27:00 AM,3:45:00 PM
12486,18/02/2016,29,4:09:00 PM,11:04:00 PM
12487,18/02/2016,30,11:38:00 AM,3:32:00 PM
12488,18/02/2016,31,4:41:00 PM,10:44:00 PM
12489,18/02/2016,32,10:22:00 AM,4:55:00 PM
12490,18/02/2016,33,4:11:00 PM,10:57:00 PM
12491,18/02/2016,34,11:47:00 AM,4:35:00 PM
12492,18/02/2016,35,11:27:00 AM,5:54:00 PM
12493,18/02/2016,36,10:16:00 AM,3:51:00 PM
12494,18/02/2016,37,5:23:00 PM,11:56:00 PM
12495,18/02/2016,38,11:18:00 AM,5:46:00 PM
12496,18/02/2016,39,5:22:00 PM,10:14:00 PM
12497,19/02/2016,1,10:44:00 AM,3:53:00 PM
12498,19/02/2016,2,5:40:00 PM,10:56:00 PM
12499,19/02/2016,3,11:43:00 AM,4:56:00 PM
12500,19/02/2016,4,4:41:00 PM,10:40:00 PM
12501,19/02/2016,5,5:20:00 PM,10:16:00 PM
12502,19/02/2016,6,10:41:00 AM,3:49:00 PM
12503,19/02/2016,7,10:52:00 AM,3:08:00 PM
12504,19/02/2016,8,5:01:00 PM,10:07:00 PM
12505,19/02/2016,9,5:29:00 PM,11:15:00 PM
12506,19/02/2016,10,4:56:00 PM,10:27:00 PM
12507,19/02/2016,11,11:35:00 AM,3:41:00 PM
12508,19/02/2016,12,10:28:00 AM,5:22:00 PM
12509,19/02/2016,13,5:58:00 PM,10:59:00 PM
12510,19/02/2016,14,10:38:00 AM,5:29:00 PM
12511,19/02/2016,15,11:49:00 AM,5:38:00 PM
12512,19/02/2016,16,5:08:00 PM,11:14:00 PM
12513,19/02/2016,17,10:38:00 AM,4:00:00 PM
12514,19/02/2016,18,10:08:00 AM,4:13:00 PM
12515,19/02/2016,19,4:04:00 PM,10:42:00 PM
12516,19/02/2016,20,10:36:00 AM,3:02:00 PM
12517,19/02/2016,21,5:04:00 PM,11:52:00 PM
12518,19/02/2016,22,10:28:00 AM,5:11:00 PM
12519,19/02/2016,23,5:28:00 PM,11:44:00 PM
12520,19/02/2016,24,5:50:00 PM,10:40:00 PM
12521,19/02/2016,25,10:11:00 AM,3:33:00 PM
12522,19/02/2016,26,11:20:00 AM,5:54:00 PM
12523,19/02/2016,27,5:50:00 PM,10:46:00 PM
12524,19/02/2016,28,10:52:00 AM,3:31:00 PM
12525,19/02/2016,29,5:05:00 PM,10:43:00 PM
12526,19/02/2016,30,11:46:00 AM,3:54:00 PM
12527,19/02/2016,31,4:34:00 PM,11:09:00 PM
12528,19/02/2016,32,10:56:00 AM,5:55:00 PM
12529,19/02/2016,33,5:26:00 PM,10:55:00 PM
12530,19/02/2016,34,11:03:00 AM,4:44:00 PM
12531,19/02/2016,35,11:26:00 AM,4:56:00 PM
12532,19/02/2016,36,10:42:00 AM,3:25:00 PM
12533,19/02/2016,37,5:05:00 PM,11:32:00 PM
12534,19/02/2016,38,11:56:00 AM,5:15:00 PM
12535,19/02/2016,39,4:11:00 PM,10:14:00 PM
12536,20/02/2016,1,10:26:00 AM,3:17:00 PM
12537,20/02/2016,2,5:40:00 PM,11:55:00 PM
12538,20/02/2016,3,11:00:00 AM,5:36:00 PM
12539,20/02/2016,4,4:59:00 PM,10:10:00 PM
12540,20/02/2016,5,4:43:00 PM,11:40:00 PM
12541,20/02/2016,6,10:41:00 AM,3:45:00 PM
12542,20/02/2016,7,11:02:00 AM,4:11:00 PM
12543,20/02/2016,8,4:47:00 PM,11:02:00 PM
12544,20/02/2016,9,5:32:00 PM,11:10:00 PM
12545,20/02/2016,10,4:57:00 PM,10:34:00 PM
12546,20/02/2016,11,11:58:00 AM,5:36:00 PM
12547,20/02/2016,12,11:52:00 AM,5:49:00 PM
12548,20/02/2016,13,5:47:00 PM,11:37:00 PM
12549,20/02/2016,14,10:11:00 AM,4:06:00 PM
12550,20/02/2016,15,11:35:00 AM,3:35:00 PM
12551,20/02/2016,16,5:05:00 PM,11:22:00 PM
12552,20/02/2016,17,11:43:00 AM,3:27:00 PM
12553,20/02/2016,18,10:17:00 AM,5:39:00 PM
12554,20/02/2016,19,5:40:00 PM,10:52:00 PM
12555,20/02/2016,20,10:15:00 AM,5:38:00 PM
12556,20/02/2016,21,5:26:00 PM,10:22:00 PM
12557,20/02/2016,22,10:27:00 AM,3:09:00 PM
12558,20/02/2016,23,4:07:00 PM,10:44:00 PM
12559,20/02/2016,24,5:53:00 PM,10:52:00 PM
12560,20/02/2016,25,11:56:00 AM,5:53:00 PM
12561,20/02/2016,26,11:20:00 AM,5:14:00 PM
12562,20/02/2016,27,4:28:00 PM,10:28:00 PM
12563,20/02/2016,28,11:46:00 AM,5:59:00 PM
12564,20/02/2016,29,4:48:00 PM,10:57:00 PM
12565,20/02/2016,30,11:33:00 AM,5:41:00 PM
12566,20/02/2016,31,5:57:00 PM,11:02:00 PM
12567,20/02/2016,32,10:50:00 AM,4:00:00 PM
12568,20/02/2016,33,5:41:00 PM,11:03:00 PM
12569,20/02/2016,34,10:18:00 AM,5:32:00 PM
12570,20/02/2016,35,10:36:00 AM,4:07:00 PM
12571,20/02/2016,36,10:59:00 AM,5:10:00 PM
