BOOKING_ID,RESERVATION_DATE,RESERVATION_TIME,ARRIVAL_TIME,PEOPLE,PURPOSE,STATUS_ORDER,TABLE_NUMBER
14040,24/02/2016,9:45:00 PM,9:57:00 PM,1,Single Dinner,Ok,2
14041,25/02/2016,10:00:00 AM,10:07:00 AM,4,Dinner with Friends,Ok,7
14042,25/02/2016,10:00:00 AM,10:14:00 AM,4,Dinner with Friends,Ok,6
14043,25/02/2016,10:45:00 AM,10:52:00 AM,5,Dinner with Friends,Ok,8
14044,25/02/2016,11:00:00 AM,11:05:00 AM,5,Dinner with Friends,Ok,8
14045,25/02/2016,11:30:00 AM,11:30:00 AM,4,Dinner with Friends,Ok,7
14046,25/02/2016,11:45:00 AM,11:56:00 AM,3,Dinner with Friends,Ok,5
14047,25/02/2016,12:00:00 PM,12:05:00 PM,3,Dinner with Friends,Ok,4
14048,25/02/2016,12:00:00 PM,12:09:00 PM,2,Sweet Anniversary,Ok,1
14049,25/02/2016,12:00:00 PM,12:12:00 PM,3,Dinner with Friends,Ok,5
14050,25/02/2016,12:15:00 PM,12:24:00 PM,5,Dinner with Friends,Ok,8
14051,25/02/2016,12:15:00 PM,12:27:00 PM,3,Dinner with Friends,Ok,4
14052,25/02/2016,12:30:00 PM,12:32:00 PM,2,Sweet Anniversary,Ok,2
14053,25/02/2016,1:00:00 PM,1:08:00 PM,5,Dinner with Friends,Ok,8
14054,25/02/2016,1:15:00 PM,1:17:00 PM,3,Dinner with Friends,Ok,4
14055,25/02/2016,1:15:00 PM,1:17:00 PM,3,Dinner with Friends,Ok,5
14056,25/02/2016,2:00:00 PM,2:09:00 PM,4,Dinner with Friends,Ok,6
14057,25/02/2016,2:00:00 PM,2:10:00 PM,5,Dinner with Friends,Ok,8
14058,25/02/2016,2:00:00 PM,2:12:00 PM,3,Dinner with Friends,Ok,5
14059,25/02/2016,2:15:00 PM,2:17:00 PM,4,Dinner with Friends,Ok,7
14060,25/02/2016,2:45:00 PM,2:54:00 PM,5,Dinner with Friends,Ok,8
14061,25/02/2016,3:00:00 PM,3:04:00 PM,3,Dinner with Friends,Ok,4
14062,25/02/2016,3:00:00 PM,3:14:00 PM,1,Single Dinner,Ok,1
14063,25/02/2016,3:15:00 PM,3:15:00 PM,2,Sweet Anniversary,Ok,2
14064,25/02/2016,3:30:00 PM,3:37:00 PM,1,Single Dinner,Ok,3
14065,25/02/2016,3:30:00 PM,3:39:00 PM,1,Single Dinner,Ok,1
14066,25/02/2016,3:45:00 PM,3:55:00 PM,3,Dinner with Friends,Ok,5
14067,25/02/2016,4:00:00 PM,4:03:00 PM,1,Single Dinner,Ok,2
14068,25/02/2016,4:15:00 PM,4:15:00 PM,2,Sweet Anniversary,Ok,1
14069,25/02/2016,4:30:00 PM,4:34:00 PM,5,Dinner with Friends,Ok,8
14070,25/02/2016,4:30:00 PM,4:41:00 PM,5,Dinner with Friends,Ok,8
14071,25/02/2016,4:45:00 PM,4:48:00 PM,4,Dinner with Friends,Ok,7
14072,25/02/2016,4:45:00 PM,4:57:00 PM,2,Sweet Anniversary,Ok,1
14073,25/02/2016,5:00:00 PM,5:07:00 PM,4,Dinner with Friends,Ok,6
14074,25/02/2016,5:45:00 PM,5:49:00 PM,5,Dinner with Friends,Ok,8
14075,25/02/2016,6:15:00 PM,6:27:00 PM,2,Sweet Anniversary,Ok,1
14076,25/02/2016,6:30:00 PM,6:40:00 PM,5,Dinner with Friends,Ok,8
14077,25/02/2016,6:45:00 PM,6:46:00 PM,5,Dinner with Friends,Ok,8
14078,25/02/2016,7:00:00 PM,7:05:00 PM,2,Sweet Anniversary,Ok,2
14079,25/02/2016,7:15:00 PM,7:18:00 PM,1,Single Dinner,Ok,3
14080,25/02/2016,7:15:00 PM,7:24:00 PM,5,Dinner with Friends,Ok,8
14081,25/02/2016,7:45:00 PM,7:56:00 PM,5,Dinner with Friends,Ok,8
14082,25/02/2016,8:00:00 PM,8:10:00 PM,4,Dinner with Friends,Ok,7
14083,25/02/2016,8:00:00 PM,8:10:00 PM,3,Dinner with Friends,Ok,4
14084,25/02/2016,9:00:00 PM,9:14:00 PM,5,Dinner with Friends,Ok,8
14085,25/02/2016,9:30:00 PM,9:37:00 PM,3,Dinner with Friends,Ok,5
14086,26/02/2016,10:15:00 AM,10:26:00 AM,3,Dinner with Friends,Ok,4
14087,26/02/2016,10:30:00 AM,10:31:00 AM,1,Single Dinner,Ok,1
14088,26/02/2016,10:30:00 AM,10:44:00 AM,4,Dinner with Friends,Ok,6
14089,26/02/2016,10:45:00 AM,10:47:00 AM,3,Dinner with Friends,Ok,5
14090,26/02/2016,10:45:00 AM,10:58:00 AM,2,Sweet Anniversary,Ok,3
14091,26/02/2016,10:45:00 AM,10:58:00 AM,4,Dinner with Friends,Ok,6
14092,26/02/2016,11:00:00 AM,11:00:00 AM,1,Single Dinner,Ok,1
14093,26/02/2016,11:45:00 AM,11:48:00 AM,4,Dinner with Friends,Ok,7
14094,26/02/2016,11:45:00 AM,11:49:00 AM,4,Dinner with Friends,Ok,6
14095,26/02/2016,12:00:00 PM,12:10:00 PM,4,Dinner with Friends,Ok,7
14096,26/02/2016,12:00:00 PM,12:13:00 PM,5,Dinner with Friends,Ok,8
14097,26/02/2016,12:45:00 PM,12:49:00 PM,3,Dinner with Friends,Ok,4
14098,26/02/2016,12:45:00 PM,12:51:00 PM,4,Dinner with Friends,Ok,6
14099,26/02/2016,1:00:00 PM,1:08:00 PM,3,Dinner with Friends,Ok,5
14100,26/02/2016,1:00:00 PM,,1,Single Dinner,Cancelled,1
14101,26/02/2016,1:30:00 PM,1:32:00 PM,3,Dinner with Friends,Ok,4
14102,26/02/2016,2:30:00 PM,2:34:00 PM,4,Dinner with Friends,Ok,7
14103,26/02/2016,2:30:00 PM,2:37:00 PM,3,Dinner with Friends,Ok,5
14104,26/02/2016,3:15:00 PM,3:26:00 PM,5,Dinner with Friends,Ok,8
14105,26/02/2016,3:15:00 PM,3:29:00 PM,3,Dinner with Friends,Ok,4
14106,26/02/2016,3:30:00 PM,3:39:00 PM,3,Dinner with Friends,Ok,5
14107,26/02/2016,3:30:00 PM,3:41:00 PM,3,Dinner with Friends,Ok,4
14108,26/02/2016,4:15:00 PM,4:24:00 PM,1,Single Dinner,Ok,2
14109,26/02/2016,4:45:00 PM,4:52:00 PM,5,Dinner with Friends,Ok,8
14110,26/02/2016,5:15:00 PM,5:27:00 PM,5,Dinner with Friends,Ok,8
14111,26/02/2016,5:30:00 PM,5:30:00 PM,5,Dinner with Friends,Ok,8
14112,26/02/2016,5:30:00 PM,5:38:00 PM,4,Dinner with Friends,Ok,7
14113,26/02/2016,5:45:00 PM,5:55:00 PM,4,Dinner with Friends,Ok,6
14114,26/02/2016,6:30:00 PM,6:36:00 PM,3,Dinner with Friends,Ok,5
14115,26/02/2016,6:30:00 PM,6:43:00 PM,3,Dinner with Friends,Ok,4
14116,26/02/2016,6:45:00 PM,6:45:00 PM,1,Single Dinner,Ok,3
14117,26/02/2016,6:45:00 PM,6:53:00 PM,5,Dinner with Friends,Ok,8
14118,26/02/2016,7:00:00 PM,7:09:00 PM,2,Sweet Anniversary,Ok,1
14119,26/02/2016,7:15:00 PM,7:16:00 PM,3,Dinner with Friends,Ok,5
14120,26/02/2016,7:15:00 PM,7:21:00 PM,3,Dinner with Friends,Ok,4
14121,26/02/2016,7:15:00 PM,7:22:00 PM,1,Single Dinner,Ok,3
14122,26/02/2016,7:15:00 PM,7:28:00 PM,5,Dinner with Friends,Ok,8
14123,26/02/2016,7:45:00 PM,7:45:00 PM,3,Dinner with Friends,Ok,5
14124,26/02/2016,7:45:00 PM,7:47:00 PM,3,Dinner with Friends,Ok,4
14125,26/02/2016,8:15:00 PM,8:21:00 PM,1,Single Dinner,Ok,1
14126,26/02/2016,8:45:00 PM,8:52:00 PM,4,Dinner with Friends,Ok,7
14127,26/02/2016,9:00:00 PM,9:02:00 PM,5,Dinner with Friends,Ok,8
14128,26/02/2016,9:00:00 PM,9:07:00 PM,2,Sweet Anniversary,Ok,2
14129,26/02/2016,9:30:00 PM,9:34:00 PM,1,Single Dinner,Ok,3
14130,26/02/2016,9:45:00 PM,9:46:00 PM,2,Sweet Anniversary,Ok,1
14131,26/02/2016,9:45:00 PM,9:50:00 PM,2,Sweet Anniversary,Ok,2
14132,27/02/2016,10:00:00 AM,10:11:00 AM,2,Sweet Anniversary,Ok,1
14133,27/02/2016,10:30:00 AM,10:31:00 AM,4,Dinner with Friends,Ok,7
14134,27/02/2016,10:30:00 AM,10:43:00 AM,4,Dinner with Friends,Ok,6
14135,27/02/2016,10:45:00 AM,10:49:00 AM,4,Dinner with Friends,Ok,7
14136,27/02/2016,11:15:00 AM,11:21:00 AM,5,Dinner with Friends,Ok,8
14137,27/02/2016,11:15:00 AM,11:24:00 AM,2,Sweet Anniversary,Ok,3
14138,27/02/2016,11:15:00 AM,11:26:00 AM,1,Single Dinner,Ok,1
14139,27/02/2016,11:30:00 AM,11:33:00 AM,3,Dinner with Friends,Ok,5
14140,27/02/2016,11:30:00 AM,11:33:00 AM,5,Dinner with Friends,Ok,8
14141,27/02/2016,12:00:00 PM,12:04:00 PM,4,Dinner with Friends,Ok,6
14142,27/02/2016,12:00:00 PM,12:10:00 PM,1,Single Dinner,Ok,2
14143,27/02/2016,1:00:00 PM,1:03:00 PM,3,Dinner with Friends,Ok,4
14144,27/02/2016,1:00:00 PM,1:11:00 PM,3,Dinner with Friends,Ok,5
14145,27/02/2016,1:15:00 PM,1:26:00 PM,1,Single Dinner,Ok,1
14146,27/02/2016,1:30:00 PM,,9,Important Date,Cancelled,10
14147,27/02/2016,1:45:00 PM,1:45:00 PM,2,Sweet Anniversary,Ok,2
14148,27/02/2016,1:45:00 PM,1:54:00 PM,1,Single Dinner,Ok,3
14149,27/02/2016,2:00:00 PM,2:11:00 PM,4,Dinner with Friends,Ok,6
14150,27/02/2016,2:15:00 PM,2:23:00 PM,1,Single Dinner,Ok,1
14151,27/02/2016,2:30:00 PM,2:36:00 PM,5,Dinner with Friends,Ok,8
14152,27/02/2016,2:45:00 PM,2:56:00 PM,2,Sweet Anniversary,Ok,2
14153,27/02/2016,3:00:00 PM,,3,Dinner with Friends,Cancelled,4
14154,27/02/2016,3:00:00 PM,3:09:00 PM,2,Sweet Anniversary,Ok,3
14155,27/02/2016,3:00:00 PM,3:12:00 PM,4,Dinner with Friends,Ok,7
14156,27/02/2016,3:30:00 PM,3:37:00 PM,1,Single Dinner,Ok,1
14157,27/02/2016,3:45:00 PM,3:47:00 PM,4,Dinner with Friends,Ok,6
14158,27/02/2016,4:15:00 PM,4:18:00 PM,4,Dinner with Friends,Ok,7
14159,27/02/2016,4:15:00 PM,4:21:00 PM,2,Sweet Anniversary,Ok,2
14160,27/02/2016,4:15:00 PM,4:24:00 PM,4,Dinner with Friends,Ok,6
14161,27/02/2016,4:15:00 PM,,5,Dinner with Friends,Cancelled,8
14162,27/02/2016,6:00:00 PM,6:09:00 PM,3,Dinner with Friends,Ok,4
14163,27/02/2016,6:15:00 PM,,7,Birthday Celebration,Cancelled,9
14164,27/02/2016,6:45:00 PM,6:45:00 PM,1,Single Dinner,Ok,1
14165,27/02/2016,6:45:00 PM,6:54:00 PM,4,Dinner with Friends,Ok,6
14166,27/02/2016,7:00:00 PM,7:02:00 PM,5,Dinner with Friends,Ok,8
14167,27/02/2016,7:00:00 PM,,5,Dinner with Friends,Cancelled,8
14168,27/02/2016,7:00:00 PM,7:12:00 PM,1,Single Dinner,Ok,2
14169,27/02/2016,7:15:00 PM,7:20:00 PM,2,Sweet Anniversary,Ok,3
14170,27/02/2016,7:15:00 PM,7:22:00 PM,3,Dinner with Friends,Ok,5
14171,27/02/2016,7:30:00 PM,7:41:00 PM,5,Dinner with Friends,Ok,8
14172,27/02/2016,8:00:00 PM,8:08:00 PM,5,Dinner with Friends,Ok,8
14173,27/02/2016,8:30:00 PM,,3,Dinner with Friends,Cancelled,5
14174,27/02/2016,8:30:00 PM,8:39:00 PM,3,Dinner with Friends,Ok,4
14175,27/02/2016,9:45:00 PM,9:53:00 PM,2,Sweet Anniversary,Ok,1
14176,27/02/2016,9:45:00 PM,9:59:00 PM,3,Dinner with Friends,Ok,5
14177,27/02/2016,10:00:00 PM,,2,Sweet Anniversary,Cancelled,2
14178,27/02/2016,10:45:00 PM,,8,Birthday Celebration,Cancelled,9
14179,28/02/2016,10:30:00 AM,10:34:00 AM,2,Sweet Anniversary,Ok,2
14180,28/02/2016,10:30:00 AM,10:39:00 AM,3,Dinner with Friends,Ok,4
14181,28/02/2016,10:45:00 AM,10:55:00 AM,5,Dinner with Friends,Ok,8
14182,28/02/2016,11:00:00 AM,11:07:00 AM,2,Sweet Anniversary,Ok,3
14183,28/02/2016,11:00:00 AM,11:11:00 AM,5,Dinner with Friends,Ok,8
14184,28/02/2016,11:30:00 AM,11:40:00 AM,4,Dinner with Friends,Ok,7
14185,28/02/2016,11:45:00 AM,11:50:00 AM,5,Dinner with Friends,Ok,8
14186,28/02/2016,12:00:00 PM,12:01:00 PM,4,Dinner with Friends,Ok,6
14187,28/02/2016,12:00:00 PM,12:02:00 PM,5,Dinner with Friends,Ok,8
14188,28/02/2016,12:15:00 PM,12:19:00 PM,1,Single Dinner,Ok,1
14189,28/02/2016,12:30:00 PM,12:30:00 PM,1,Single Dinner,Ok,2
14190,28/02/2016,12:30:00 PM,12:43:00 PM,5,Dinner with Friends,Ok,8
14191,28/02/2016,1:00:00 PM,1:06:00 PM,5,Dinner with Friends,Ok,8
14192,28/02/2016,1:15:00 PM,1:18:00 PM,4,Dinner with Friends,Ok,7
14193,28/02/2016,1:15:00 PM,1:24:00 PM,5,Dinner with Friends,Ok,8
14194,28/02/2016,1:30:00 PM,1:30:00 PM,5,Dinner with Friends,Ok,8
14195,28/02/2016,1:30:00 PM,,3,Dinner with Friends,Cancelled,4
14196,28/02/2016,2:00:00 PM,2:11:00 PM,2,Sweet Anniversary,Ok,1
14197,28/02/2016,2:15:00 PM,2:25:00 PM,2,Sweet Anniversary,Ok,2
14198,28/02/2016,3:00:00 PM,3:04:00 PM,2,Sweet Anniversary,Ok,3
14199,28/02/2016,3:15:00 PM,3:18:00 PM,3,Dinner with Friends,Ok,5
14200,28/02/2016,3:15:00 PM,3:22:00 PM,5,Dinner with Friends,Ok,8
14201,28/02/2016,3:15:00 PM,3:25:00 PM,2,Sweet Anniversary,Ok,1
14202,28/02/2016,3:45:00 PM,3:57:00 PM,5,Dinner with Friends,Ok,8
14203,28/02/2016,4:00:00 PM,4:10:00 PM,1,Single Dinner,Ok,2
14204,28/02/2016,4:15:00 PM,4:28:00 PM,2,Sweet Anniversary,Ok,3
14205,28/02/2016,4:45:00 PM,4:49:00 PM,4,Dinner with Friends,Ok,7
14206,28/02/2016,5:15:00 PM,5:15:00 PM,1,Single Dinner,Ok,1
14207,28/02/2016,5:15:00 PM,5:29:00 PM,2,Sweet Anniversary,Ok,2
14208,28/02/2016,5:45:00 PM,5:46:00 PM,3,Dinner with Friends,Ok,4
14209,28/02/2016,5:45:00 PM,5:48:00 PM,4,Dinner with Friends,Ok,6
14210,28/02/2016,5:45:00 PM,5:52:00 PM,2,Sweet Anniversary,Ok,1
14211,28/02/2016,6:00:00 PM,6:02:00 PM,3,Dinner with Friends,Ok,4
14212,28/02/2016,6:00:00 PM,6:14:00 PM,5,Dinner with Friends,Ok,8
14213,28/02/2016,7:15:00 PM,7:17:00 PM,2,Sweet Anniversary,Ok,2
14214,28/02/2016,7:45:00 PM,7:53:00 PM,5,Dinner with Friends,Ok,8
14215,28/02/2016,7:45:00 PM,7:58:00 PM,5,Dinner with Friends,Ok,8
14216,28/02/2016,8:15:00 PM,8:21:00 PM,5,Dinner with Friends,Ok,8
14217,28/02/2016,8:15:00 PM,8:28:00 PM,3,Dinner with Friends,Ok,4
14218,28/02/2016,8:30:00 PM,8:35:00 PM,2,Sweet Anniversary,Ok,3
14219,28/02/2016,8:30:00 PM,8:44:00 PM,1,Single Dinner,Ok,1
14220,28/02/2016,8:45:00 PM,8:54:00 PM,3,Dinner with Friends,Ok,5
14221,28/02/2016,9:15:00 PM,9:18:00 PM,5,Dinner with Friends,Ok,8
14222,28/02/2016,9:30:00 PM,9:33:00 PM,1,Single Dinner,Ok,2
14223,28/02/2016,9:30:00 PM,9:38:00 PM,3,Dinner with Friends,Ok,4
14224,28/02/2016,9:45:00 PM,9:49:00 PM,2,Sweet Anniversary,Ok,3
14225,29/02/2016,11:00:00 AM,,6,Dinner with Friends,Cancelled,8
14226,03/01/2016,10:15:00 AM,10:17:00 AM,1,Single Dinner,Ok,1
14227,03/01/2016,10:30:00 AM,10:30:00 AM,3,Dinner with Friends,Ok,5
14228,03/01/2016,10:30:00 AM,10:40:00 AM,1,Single Dinner,Ok,2
14229,03/01/2016,11:00:00 AM,11:07:00 AM,5,Dinner with Friends,Ok,8
14230,03/01/2016,11:15:00 AM,11:27:00 AM,4,Dinner with Friends,Ok,7
14231,03/01/2016,11:45:00 AM,11:50:00 AM,2,Sweet Anniversary,Ok,3
14232,03/01/2016,11:45:00 AM,11:50:00 AM,4,Dinner with Friends,Ok,6
14233,03/01/2016,11:45:00 AM,11:51:00 AM,4,Dinner with Friends,Ok,7
14234,03/01/2016,12:15:00 PM,12:26:00 PM,4,Dinner with Friends,Ok,6
14235,03/01/2016,1:15:00 PM,1:17:00 PM,2,Sweet Anniversary,Ok,1
14236,03/01/2016,1:15:00 PM,1:27:00 PM,5,Dinner with Friends,Ok,8
14237,03/01/2016,1:45:00 PM,1:52:00 PM,4,Dinner with Friends,Ok,7
14238,03/01/2016,2:45:00 PM,2:46:00 PM,5,Dinner with Friends,Ok,8
14239,03/01/2016,3:00:00 PM,3:10:00 PM,1,Single Dinner,Ok,3
14240,03/01/2016,3:15:00 PM,3:17:00 PM,2,Sweet Anniversary,Ok,1
14241,03/01/2016,3:15:00 PM,3:18:00 PM,5,Dinner with Friends,Ok,8
14242,03/01/2016,3:15:00 PM,3:21:00 PM,3,Dinner with Friends,Ok,4
14243,03/01/2016,3:15:00 PM,3:25:00 PM,1,Single Dinner,Ok,3
14244,03/01/2016,3:15:00 PM,3:25:00 PM,1,Single Dinner,Ok,2
14245,03/01/2016,3:30:00 PM,3:43:00 PM,4,Dinner with Friends,Ok,6
14246,03/01/2016,3:30:00 PM,3:43:00 PM,5,Dinner with Friends,Ok,8
14247,03/01/2016,3:45:00 PM,3:46:00 PM,4,Dinner with Friends,Ok,7
14248,03/01/2016,4:00:00 PM,4:09:00 PM,1,Single Dinner,Ok,1
14249,03/01/2016,4:15:00 PM,4:27:00 PM,5,Dinner with Friends,Ok,8
14250,03/01/2016,4:30:00 PM,4:37:00 PM,2,Sweet Anniversary,Ok,2
14251,03/01/2016,5:15:00 PM,5:17:00 PM,1,Single Dinner,Ok,3
14252,03/01/2016,5:15:00 PM,5:18:00 PM,2,Sweet Anniversary,Ok,1
14253,03/01/2016,5:15:00 PM,5:19:00 PM,2,Sweet Anniversary,Ok,2
14254,03/01/2016,5:30:00 PM,5:33:00 PM,4,Dinner with Friends,Ok,6
14255,03/01/2016,5:45:00 PM,5:47:00 PM,3,Dinner with Friends,Ok,5
14256,03/01/2016,6:45:00 PM,6:59:00 PM,2,Sweet Anniversary,Ok,1
14257,03/01/2016,7:00:00 PM,7:04:00 PM,3,Dinner with Friends,Ok,5
14258,03/01/2016,7:00:00 PM,7:06:00 PM,3,Dinner with Friends,Ok,4
14259,03/01/2016,7:15:00 PM,7:26:00 PM,3,Dinner with Friends,Ok,5
14260,03/01/2016,7:30:00 PM,7:31:00 PM,3,Dinner with Friends,Ok,4
14261,03/01/2016,7:30:00 PM,7:34:00 PM,4,Dinner with Friends,Ok,7
14262,03/01/2016,7:30:00 PM,7:40:00 PM,2,Sweet Anniversary,Ok,2
14263,03/01/2016,7:45:00 PM,7:52:00 PM,2,Sweet Anniversary,Ok,3
14264,03/01/2016,8:00:00 PM,8:02:00 PM,2,Sweet Anniversary,Ok,1
14265,03/01/2016,8:15:00 PM,8:19:00 PM,4,Dinner with Friends,Ok,6
14266,03/01/2016,8:15:00 PM,8:23:00 PM,4,Dinner with Friends,Ok,7
14267,03/01/2016,8:15:00 PM,8:28:00 PM,3,Dinner with Friends,Ok,5
14268,03/01/2016,8:45:00 PM,8:53:00 PM,2,Sweet Anniversary,Ok,2
14269,03/01/2016,9:00:00 PM,9:10:00 PM,1,Single Dinner,Ok,3
14270,03/01/2016,9:15:00 PM,9:20:00 PM,4,Dinner with Friends,Ok,6
14271,03/01/2016,9:15:00 PM,9:29:00 PM,4,Dinner with Friends,Ok,7
14272,03/01/2016,9:30:00 PM,9:41:00 PM,1,Single Dinner,Ok,1
14273,03/01/2016,9:45:00 PM,9:56:00 PM,5,Dinner with Friends,Ok,8
14274,03/02/2016,10:15:00 AM,10:22:00 AM,4,Dinner with Friends,Ok,6
14275,03/02/2016,10:30:00 AM,10:43:00 AM,1,Single Dinner,Ok,2
14276,03/02/2016,11:00:00 AM,11:04:00 AM,3,Dinner with Friends,Ok,4
14277,03/02/2016,11:00:00 AM,11:10:00 AM,4,Dinner with Friends,Ok,7
14278,03/02/2016,11:15:00 AM,11:25:00 AM,5,Dinner with Friends,Ok,8
14279,03/02/2016,11:15:00 AM,11:25:00 AM,5,Dinner with Friends,Ok,8
14280,03/02/2016,11:45:00 AM,11:50:00 AM,1,Single Dinner,Ok,1
14281,03/02/2016,11:45:00 AM,11:52:00 AM,1,Single Dinner,Ok,2
14282,03/02/2016,12:00:00 PM,12:14:00 PM,3,Dinner with Friends,Ok,5
14283,03/02/2016,12:30:00 PM,12:30:00 PM,4,Dinner with Friends,Ok,6
14284,03/02/2016,12:45:00 PM,12:58:00 PM,4,Dinner with Friends,Ok,7
14285,03/02/2016,1:30:00 PM,1:30:00 PM,4,Dinner with Friends,Ok,6
14286,03/02/2016,2:00:00 PM,2:06:00 PM,5,Dinner with Friends,Ok,8
14287,03/02/2016,2:00:00 PM,2:08:00 PM,2,Sweet Anniversary,Ok,3
14288,03/02/2016,2:00:00 PM,2:13:00 PM,2,Sweet Anniversary,Ok,2
14289,03/02/2016,2:15:00 PM,2:18:00 PM,5,Dinner with Friends,Ok,8
14290,03/02/2016,2:45:00 PM,2:45:00 PM,1,Single Dinner,Ok,3
14291,03/02/2016,3:15:00 PM,3:21:00 PM,5,Dinner with Friends,Ok,8
14292,03/02/2016,3:45:00 PM,3:53:00 PM,4,Dinner with Friends,Ok,7
14293,03/02/2016,3:45:00 PM,3:57:00 PM,1,Single Dinner,Ok,1
14294,03/02/2016,4:15:00 PM,4:25:00 PM,4,Dinner with Friends,Ok,6
14295,03/02/2016,4:30:00 PM,4:33:00 PM,5,Dinner with Friends,Ok,8
14296,03/02/2016,4:30:00 PM,4:35:00 PM,1,Single Dinner,Ok,2
14297,03/02/2016,4:45:00 PM,4:47:00 PM,2,Sweet Anniversary,Ok,3
14298,03/02/2016,5:00:00 PM,5:08:00 PM,3,Dinner with Friends,Ok,4
14299,03/02/2016,5:15:00 PM,5:22:00 PM,4,Dinner with Friends,Ok,7
14300,03/02/2016,5:30:00 PM,5:40:00 PM,2,Sweet Anniversary,Ok,1
14301,03/02/2016,5:30:00 PM,5:41:00 PM,4,Dinner with Friends,Ok,6
14302,03/02/2016,5:45:00 PM,5:48:00 PM,2,Sweet Anniversary,Ok,2
14303,03/02/2016,5:45:00 PM,,2,Sweet Anniversary,Cancelled,3
14304,03/02/2016,5:45:00 PM,5:51:00 PM,1,Single Dinner,Ok,3
14305,03/02/2016,6:30:00 PM,6:30:00 PM,2,Sweet Anniversary,Ok,2
14306,03/02/2016,6:30:00 PM,6:30:00 PM,3,Dinner with Friends,Ok,5
14307,03/02/2016,6:45:00 PM,,7,Birthday Celebration,Cancelled,9
14308,03/02/2016,7:00:00 PM,7:10:00 PM,1,Single Dinner,Ok,3
14309,03/02/2016,7:00:00 PM,7:11:00 PM,5,Dinner with Friends,Ok,8
14310,03/02/2016,7:45:00 PM,7:47:00 PM,3,Dinner with Friends,Ok,4
14311,03/02/2016,7:45:00 PM,7:59:00 PM,2,Sweet Anniversary,Ok,1
14312,03/02/2016,8:00:00 PM,8:03:00 PM,1,Single Dinner,Ok,2
14313,03/02/2016,8:00:00 PM,,10,Important Date,Cancelled,10
14314,03/02/2016,8:15:00 PM,8:17:00 PM,5,Dinner with Friends,Ok,8
14315,03/02/2016,8:45:00 PM,8:46:00 PM,5,Dinner with Friends,Ok,8
14316,03/02/2016,9:15:00 PM,9:17:00 PM,3,Dinner with Friends,Ok,5
14317,03/02/2016,9:45:00 PM,9:54:00 PM,3,Dinner with Friends,Ok,5
14318,03/03/2016,10:00:00 AM,10:09:00 AM,2,Sweet Anniversary,Ok,1
14319,03/03/2016,10:15:00 AM,10:19:00 AM,5,Dinner with Friends,Ok,8
14320,03/03/2016,10:15:00 AM,10:26:00 AM,1,Single Dinner,Ok,2
14321,03/03/2016,10:15:00 AM,10:27:00 AM,5,Dinner with Friends,Ok,8
14322,03/03/2016,10:30:00 AM,10:31:00 AM,2,Sweet Anniversary,Ok,3
14323,03/03/2016,10:30:00 AM,10:40:00 AM,2,Sweet Anniversary,Ok,1
14324,03/03/2016,10:45:00 AM,10:45:00 AM,5,Dinner with Friends,Ok,8
14325,03/03/2016,10:45:00 AM,10:51:00 AM,1,Single Dinner,Ok,2
14326,03/03/2016,11:00:00 AM,,1,Single Dinner,Cancelled,1
14327,03/03/2016,11:00:00 AM,,8,Birthday Celebration,Cancelled,9
14328,03/03/2016,11:15:00 AM,11:21:00 AM,3,Dinner with Friends,Ok,4
14329,03/03/2016,11:15:00 AM,,7,Birthday Celebration,Cancelled,9
14330,03/03/2016,11:30:00 AM,11:40:00 AM,4,Dinner with Friends,Ok,7
14331,03/03/2016,12:00:00 PM,12:04:00 PM,4,Dinner with Friends,Ok,6
14332,03/03/2016,12:30:00 PM,12:31:00 PM,1,Single Dinner,Ok,3
14333,03/03/2016,12:30:00 PM,12:41:00 PM,2,Sweet Anniversary,Ok,1
14334,03/03/2016,12:45:00 PM,12:53:00 PM,5,Dinner with Friends,Ok,8
14335,03/03/2016,1:00:00 PM,1:04:00 PM,5,Dinner with Friends,Ok,8
14336,03/03/2016,1:00:00 PM,,5,Dinner with Friends,Cancelled,8
14337,03/03/2016,2:15:00 PM,2:21:00 PM,1,Single Dinner,Ok,2
14338,03/03/2016,2:30:00 PM,2:32:00 PM,4,Dinner with Friends,Ok,7
14339,03/03/2016,3:15:00 PM,3:22:00 PM,4,Dinner with Friends,Ok,6
14340,03/03/2016,3:45:00 PM,3:55:00 PM,5,Dinner with Friends,Ok,8
14341,03/03/2016,4:00:00 PM,4:10:00 PM,3,Dinner with Friends,Ok,5
14342,03/03/2016,4:15:00 PM,,2,Sweet Anniversary,Cancelled,2
14343,03/03/2016,4:30:00 PM,4:44:00 PM,3,Dinner with Friends,Ok,4
14344,03/03/2016,4:45:00 PM,4:47:00 PM,4,Dinner with Friends,Ok,7
14345,03/03/2016,5:00:00 PM,5:10:00 PM,2,Sweet Anniversary,Ok,1
14346,03/03/2016,5:15:00 PM,5:19:00 PM,4,Dinner with Friends,Ok,7
14347,03/03/2016,5:15:00 PM,5:21:00 PM,1,Single Dinner,Ok,2
14348,03/03/2016,5:15:00 PM,5:26:00 PM,3,Dinner with Friends,Ok,5
14349,03/03/2016,5:30:00 PM,5:34:00 PM,3,Dinner with Friends,Ok,4
14350,03/03/2016,5:30:00 PM,5:36:00 PM,4,Dinner with Friends,Ok,6
14351,03/03/2016,6:15:00 PM,6:15:00 PM,1,Single Dinner,Ok,2
14352,03/03/2016,6:30:00 PM,6:30:00 PM,3,Dinner with Friends,Ok,4
